delta_t,x,y,delta_x,delta_y,speed_x,speed_y
31,-1129.5059,-273.6294,30.17749,-14.660095,0.9734674,-0.4729063
33,-1084.6937,-258.56067,44.812134,15.068726,1.3579434,0.45662805
35,-1070.5203,-288.72058,14.173462,-30.159912,0.40495604,-0.8617118
32,-1063.7612,-289.12424,6.759033,-0.403656,0.21121979,-0.01261425
33,-1036.7262,-295.00098,27.035034,-5.8767395,0.81924343,-0.17808302
35,-1014.0145,-289.62552,22.71167,5.375458,0.64890486,0.15358451
32,-980.2369,-291.25848,33.77765,-1.6329651,1.0555515,-0.05103016
33,-968.0398,-286.12534,12.1970825,5.133148,0.36960855,0.15554994
35,-951.9973,-303.3355,16.04248,-17.210175,0.4583566,-0.49171928
32,-915.2751,-298.0311,36.72223,5.304413,1.1475697,0.1657629
33,-893.7533,-297.2001,21.52179,0.83099365,0.6521754,0.025181625
35,-855.7358,-301.1813,38.017517,-3.9812012,1.0862148,-0.1137486
32,-821.08295,-302.2136,34.652832,-1.0322876,1.082901,-0.032258987
33,-756.14703,-323.33456,64.93591,-21.120972,1.967755,-0.64002943
35,-754.2727,-286.59256,1.8743286,36.742004,0.053552248,1.0497715
33,-735.39496,-360.72723,18.877747,-74.134674,0.57205296,-2.2465053
32,-717.26245,-350.87665,18.132507,9.850586,0.56664085,0.3078308
35,-701.9415,-345.1153,15.320923,5.7613525,0.43774065,0.16461007
33,-507.0379,175.58775,194.90363,520.70306,5.9061704,15.778881
32,-530.9673,144.24777,-23.929382,-31.339981,-0.7477932,-0.9793744
35,-553.5128,93.83602,-22.545532,-50.41175,-0.64415807,-1.4403358
33,-591.9756,73.56815,-38.46277,-20.267868,-1.1655384,-0.6141778
32,-497.35147,105.49608,94.624115,31.927925,2.9570036,0.99774766
35,-494.64706,70.83835,2.7044067,-34.65773,0.077268764,-0.99022084
33,-439.694,-366.28998,54.953064,-437.12833,1.6652443,-13.246313
32,-562.12805,-297.12512,-122.43405,69.164856,-3.826064,2.1614017
50,-573.812,-314.3061,-11.68396,-17.18097,-0.2336792,-0.34361938
49,-554.9105,-355.0708,18.90149,-40.76471,0.3857447,-0.83193284
37,-564.10693,-332.08414,-9.196411,22.986664,-0.24855165,0.6212612
31,-667.28784,-311.24454,-103.18091,20.8396,-3.3284163,0.67224514
37,-651.49554,-309.2165,15.792297,2.0280457,0.42681885,0.054812044
33,-647.37,-308.78604,4.1255493,0.43045044,0.12501664,0.013043953
33,-644.03784,-280.20667,3.3321533,28.579376,0.10097434,0.8660417
34,-672.46826,-319.4982,-28.43042,-39.291534,-0.8361888,-1.1556333
33,-679.4931,-333.9845,-7.0248413,-14.486298,-0.21287398,-0.4389787
31,-685.3165,-323.83368,-5.8234253,10.150818,-0.18785243,0.32744575
33,-682.352,-318.67883,2.9645386,5.154846,0.089834504,0.15620746
36,-684.62665,-319.47238,-2.2746582,-0.7935486,-0.06318495,-0.022043016
32,-681.9186,-326.34662,2.7080688,-6.874237,0.08462715,-0.21481991
37,-698.9988,-231.42505,-17.0802,94.92157,-0.46162704,2.5654478
30,-736.0614,-205.3205,-37.062622,26.104553,-1.2354207,0.87015176
32,-715.5364,-38.417442,20.525024,166.90305,0.641407,5.21572
33,-657.5112,-81.28751,58.025146,-42.87007,1.7583377,-1.2990931
37,-656.977,-71.949295,0.5342407,9.338219,0.014438938,0.25238428
30,-653.5923,-75.44032,3.3847046,-3.4910278,0.11282349,-0.11636759
38,-658.94635,-74.969574,-5.354065,0.4707489,-0.14089644,0.012388129
32,-646.7031,-75.94064,12.243225,-0.97106934,0.38260078,-0.030345917
32,-643.5677,-81.437294,3.135437,-5.4966507,0.09798241,-0.17177033
31,-639.2206,-88.43671,4.347107,-6.9994125,0.14022925,-0.2257875
42,-630.3123,-97.08316,8.908264,-8.646454,0.21210153,-0.20586795
59,-635.21423,-115.58304,-4.9019165,-18.499878,-0.08308333,-0.31355727
36,-649.4057,-120.886826,-14.191467,-5.303787,-0.39420742,-0.14732742
31,-792.167,-49.65004,-142.76129,71.236786,-4.605203,2.2979608
33,-806.58093,-42.181396,-14.41394,7.468643,-0.4367861,0.22632252
37,-812.1529,-51.774414,-5.5719604,-9.593018,-0.15059352,-0.25927076
67,-827.7969,-71.63176,-15.643982,-19.857346,-0.23349227,-0.29637828
31,-842.17523,-83.00009,-14.378357,-11.368332,-0.46381795,-0.36672038
62,-911.9367,-27.25177,-69.761475,55.74832,-1.1251851,0.89916646
37,-919.5149,-192.73003,-7.578186,-165.47826,-0.20481583,-4.4723854
32,-912.6255,-203.78993,6.8894043,-11.059906,0.21529388,-0.34562206
32,-917.61615,-196.98814,-4.9906616,6.8017883,-0.15595818,0.21255589
41,-920.8988,-203.3511,-3.2826538,-6.362961,-0.08006473,-0.15519416
63,-806.2434,-260.81042,114.655396,-57.45932,1.8199269,-0.9120527
32,-609.53516,-266.54724,196.70825,-5.7368164,6.147133,-0.17927551
63,-608.02527,-274.50476,1.5098877,-7.9575195,0.02396647,-0.12630983
38,-613.69244,-366.96765,-5.6671753,-92.46289,-0.14913619,-2.433234
62,-604.4623,-350.96173,9.230164,16.00592,0.14887361,0.25816
42,-605.69183,-341.58615,-1.2295532,9.37558,-0.029275076,0.2232281
58,-624.9197,-417.0013,-19.227844,-75.41516,-0.33151457,-1.3002614
37,-642.7202,-462.3877,-17.800537,-45.386383,-0.4810956,-1.226659
30,-611.40607,-435.7704,31.314148,26.61731,1.0438049,0.8872436
33,-603.307,-436.15564,8.09906,-0.3852539,0.24542606,-0.01167436
38,-598.84235,-438.9143,4.4646606,-2.758667,0.11749107,-0.0725965
31,-605.1914,-435.32977,-6.34906,3.5845337,-0.20480838,0.11563012
36,-613.3116,-427.148,-8.120178,8.181763,-0.2255605,0.22727118
33,-613.4164,-415.04404,-0.10479736,12.103973,-0.0031756777,0.36678708
68,-613.5881,-433.56207,-0.1716919,-18.518036,-0.0025248807,-0.27232406
31,-597.44055,-414.58997,16.147522,18.972107,0.5208878,0.61200345
32,-564.74805,-382.59274,32.692505,31.997223,1.0216408,0.9999132
37,-569.0576,-406.6828,-4.3095703,-24.090057,-0.116474874,-0.65108263
31,-575.12006,-407.70752,-6.062439,-1.0247192,-0.19556254,-0.03305546
30,-590.52625,-412.38074,-15.406189,-4.673218,-0.5135396,-0.15577392
39,-586.8953,-390.5978,3.6309204,21.782928,0.093100525,0.55853665
31,-629.0436,-346.59503,-42.148254,44.002777,-1.3596212,1.4194444
31,-592.167,-290.08975,36.876587,56.50528,1.1895673,1.8227509
39,-592.5918,-285.84717,-0.4248047,4.242584,-0.0108924275,0.10878421
30,-589.5477,-234.93071,3.0440674,50.91646,0.10146891,1.6972153
31,-585.11646,-220.52936,4.4312744,14.401352,0.14294434,0.46455973
39,-581.2127,-177.40936,3.9037476,43.119995,0.10009609,1.1056409
30,-587.8442,-179.26413,-6.6314697,-1.8547668,-0.221049,-0.061825562
31,-576.4205,-108.61258,11.423706,70.65155,0.36850664,2.2790823
39,-579.68085,-52.155304,-3.260376,56.457275,-0.08359938,1.4476224
31,-563.70166,1.1375732,15.979187,53.292877,0.51545763,1.719125
31,-562.68823,35.709305,1.0134277,34.57173,0.032691218,1.1152171
38,-555.153,52.85871,7.5352173,17.149406,0.19829519,0.45130017
31,-551.0735,76.41092,4.079529,23.552208,0.1315977,0.75974864
69,-580.4205,33.066063,-29.346985,-43.344856,-0.42531863,-0.62818635
30,-580.64526,63.01979,-0.22479248,29.953728,-0.007493083,0.9984576
31,-576.0094,97.67711,4.6358643,34.65732,0.14954402,1.117978
44,-572.9383,-117.44629,3.071106,-215.1234,0.069797866,-4.8891683
56,-422.9051,43.419464,150.0332,160.86575,2.6791644,2.8726027
39,-446.0667,73.586075,-23.161621,30.16661,-0.59388775,0.7735028
30,-463.96423,140.6294,-17.897522,67.04332,-0.5965841,2.2347772
31,-501.3274,56.76838,-37.36316,-83.861015,-1.2052633,-2.705194
39,-495.6379,80.516106,5.6894836,23.747726,0.1458842,0.60891604
32,-715.1667,-333.2836,-219.52878,-413.7997,-6.8602743,-12.931241
31,-693.7628,-376.6179,21.40387,-43.33429,0.6904474,-1.3978803
37,-666.0816,-373.00858,27.681213,3.609314,0.74814093,0.09754903
31,-659.9595,-363.80823,6.1221313,9.200348,0.19748811,0.2967854
30,-697.6525,-391.18314,-37.693054,-27.374908,-1.2564352,-0.9124969
39,-623.7168,-410.1765,73.93573,-18.993378,1.895788,-0.48700967
31,-636.5352,-445.44745,-12.81842,-35.270935,-0.41349742,-1.1377721
37,-579.8412,-448.4375,56.69403,-2.9900513,1.5322711,-0.08081219
32,-644.0799,-436.5829,-64.23871,11.854614,-2.0074596,0.3704567
31,-596.9117,-452.4372,47.168213,-15.854309,1.5215553,-0.5114293
37,-707.055,-461.74115,-110.14331,-9.303955,-2.9768462,-0.25145826
32,-584.41473,-510.02148,122.64026,-48.280334,3.832508,-1.5087605
31,-792.37634,-80.1502,-207.96161,429.87128,-6.708439,13.866816
38,-753.32904,-170.43181,39.047302,-90.28161,1.0275606,-2.3758318
31,-757.5588,-149.1021,-4.2297363,21.329712,-0.13644311,0.6880552
31,-741.9131,-154.0249,15.645691,-4.922806,0.5046997,-0.15880018
37,-507.26465,-293.99646,234.64844,-139.97156,6.34185,-3.783015
32,-634.9243,-144.61523,-127.65967,149.38123,-3.9893646,4.6681633
30,-551.5613,-187.73624,83.36304,-43.121002,2.7787678,-1.4373667
38,-537.77905,-232.22087,13.782227,-44.484634,0.36269018,-1.1706482
32,-578.37366,-242.65926,-40.594604,-10.438385,-1.2685814,-0.32619953
30,-534.0133,-215.0091,44.36035,27.650162,1.4786783,0.92167205
38,-505.59885,-233.67622,28.41446,-18.66713,0.7477489,-0.49124026
32,-498.29086,-212.85631,7.3079834,20.819916,0.22837448,0.65062237
30,-496.03882,-189.99823,2.2520447,22.858078,0.07506815,0.76193595
38,-472.9592,-188.17874,23.07962,1.8194885,0.60735846,0.047881275
32,-507.33112,-163.35965,-34.371918,24.819092,-1.0741224,0.7755966
30,-452.78262,25.838196,54.548492,189.19785,1.8182831,6.306595
38,-446.4886,47.445404,6.294037,21.607208,0.16563255,0.5686107
32,-455.32275,53.11226,-8.8341675,5.666855,-0.27606773,0.17708921
30,-459.36588,50.66774,-4.0431213,-2.444519,-0.1347707,-0.08148397
38,-446.04456,-46.339905,13.32132,-97.007645,0.35056105,-2.5528328
32,-451.40338,-12.236984,-5.3588257,34.10292,-0.1674633,1.0657163
30,-434.70367,-127.40488,16.699707,-115.16789,0.5566569,-3.8389297
38,-375.32794,-179.93617,59.375732,-52.531296,1.5625193,-1.3824025
32,-531.0564,-170.87161,-155.72845,9.06456,-4.866514,0.2832675
30,-520.8073,-167.82474,10.249084,3.046875,0.34163615,0.1015625
38,-509.30884,-181.84148,11.498474,-14.016739,0.3025914,-0.36886156
32,-493.01062,-190.87054,16.298218,-9.029068,0.5093193,-0.28215837
35,-429.75412,-172.93057,63.2565,17.939972,1.8073286,0.5125706
32,-501.2794,-165.49718,-71.52527,7.4333954,-2.2351646,0.2322936
32,-503.66855,-194.56868,-2.3891602,-29.071503,-0.074661255,-0.90848446
31,-477.05316,-159.68335,26.615387,34.88533,0.85856086,1.1253332
37,-429.3312,-123.6063,47.721954,36.07705,1.2897825,0.9750554
32,-482.48297,-194.50433,-53.151764,-70.89803,-1.6609926,-2.2155635
33,-480.418,-224.45802,2.064972,-29.95369,0.06257491,-0.90768754
36,-452.6077,-169.0443,27.810303,55.413727,0.7725084,1.5392702
32,-425.0276,-177.23474,27.580109,-8.190445,0.8618784,-0.2559514
37,-453.53418,-294.87415,-28.506592,-117.639404,-0.77044845,-3.1794434
62,-376.04926,-228.20886,77.484924,66.66528,1.2497568,1.0752465
33,-379.15555,-240.0692,-3.1062927,-11.860336,-0.094130084,-0.35940412
35,-376.09094,-252.08966,3.0646057,-12.020462,0.08756016,-0.34344178
32,-376.54343,-269.29617,-0.45248413,-17.206512,-0.014140129,-0.5377035
38,-405.38507,-357.7533,-28.841644,-88.45712,-0.75899065,-2.327819
63,-387.6372,-362.9258,17.747864,-5.172516,0.2817121,-0.082103424
32,-331.72485,-310.22635,55.912354,52.699463,1.747261,1.6468582
37,-366.72424,-263.97784,-34.99939,46.248505,-0.94592947,1.2499596
30,-384.01602,-326.69257,-17.291779,-62.71472,-0.5763926,-2.0904908
33,-378.62097,-341.2613,5.39505,-14.568726,0.16348636,-0.44147652
37,-323.481,-280.17383,55.139984,61.087463,1.4902699,1.6510125
30,-315.42987,-283.7029,8.051117,-3.5290833,0.26837057,-0.11763611
33,-323.41122,-292.76553,-7.9813538,-9.062622,-0.2418592,-0.2746249
35,-315.37076,-304.06763,8.040466,-11.3020935,0.22972761,-0.32291695
32,-312.98615,-309.08618,2.384613,-5.0185547,0.07451916,-0.15682983
33,-313.55307,-314.00513,-0.56692505,-4.9189453,-0.017179547,-0.14905895
35,-314.86746,-325.4956,-1.3143921,-11.4904785,-0.03755406,-0.32829937
32,-316.58566,-340.12256,-1.7182007,-14.626953,-0.05369377,-0.4570923
33,-318.66946,-351.8546,-2.0838013,-11.732056,-0.063145496,-0.35551685
36,-316.78497,-343.80133,1.884491,8.053284,0.05234697,0.22370233
31,-312.50296,-442.6966,4.282013,-98.89526,0.13812944,-3.1901698
33,-402.17285,-363.9472,-89.66989,78.74939,-2.7172694,2.3863451
36,-327.15002,-333.84204,75.02283,30.105164,2.0839674,0.83625454
31,-402.47803,-338.05084,-75.328,-4.2088013,-2.4299357,-0.13576779
33,-344.97592,-347.59122,57.502106,-9.540375,1.742488,-0.28910226
